"","faggch","faggat","faggde","faggfr","faggit"
"2015-11-10 06:00:00",49.8900806747341,206.54675066313,404.423194397891,98.6249780190964,475
"2015-11-10 07:00:00",48.7673944820026,225.445379004517,411.514560900585,101.950771642334,475
"2015-11-10 08:00:00",47.6541085703662,244.757547499127,403.766570728495,101.232056920508,475
"2015-11-10 09:00:00",43.1244384718756,239.478300820598,403.16890559474,103.036921713486,475
"2015-11-10 10:00:00",46.2390995703344,227.727172562911,401.0312115193,101.79151024396,475
"2015-11-10 11:00:00",44.7611710631495,227.284134463634,404.174659110122,100.850075480634,475
"2015-11-10 12:00:00",44.6865691220989,228.438812289413,411.124765039149,98.1755410296745,475
"2015-11-10 13:00:00",47.4049174174174,227.395961341526,425.097325622438,96.2254086583029,475
"2015-11-10 14:00:00",48.5641278097715,226.62747409224,440.962070645512,98.4277248212718,475
"2015-11-10 15:00:00",49.3788969675474,231.61365449356,453.469052213114,101.79962775064,475
"2015-11-10 16:00:00",47.1311739659367,222.664037589112,452.861581131319,100.27367664288,475
"2015-11-10 17:00:00",48.69146567718,214.622785983759,457.162443933773,106.400133162575,475
"2015-11-10 18:00:00",47.975236279224,226.228581447713,460.099174702034,112.371918815427,475
"2015-11-10 19:00:00",50.3585780080599,244.580158595178,465.662206836372,96.0698069046226,475
"2015-11-10 20:00:00",43.3992567424082,259.300222886379,468.418560158083,89.0844329981195,475
"2015-11-10 21:00:00",37.9465054359885,257.480811141232,467.336119962404,85.3193731318499,475
"2015-11-10 22:00:00",32.157452539764,286.181199485672,447.322999331677,80.6550760582011,475
"2015-11-10 23:00:00",21.0357502965599,283.469896110172,444.630693928834,64.7701072290868,475
"2015-11-11 00:00:00",20.9186680889973,298.739287568129,444.464271936901,54.9898432315115,475
"2015-11-11 01:00:00",20.0024035517453,305.998634196624,439.621742142722,56.2673155756046,475
"2015-11-11 02:00:00",20.2985971332723,303.053449406518,452.555149797536,58.2611679137004,475
"2015-11-11 03:00:00",20.474303874092,303.647243944307,399.466326160393,59.203176523702,475
"2015-11-11 04:00:00",22.1079025110783,299.61932449495,220.651657469772,64.0207817037318,475
"2015-11-11 05:00:00",39.2872525817556,275.844047882953,373.249932138618,69.075646817621,475
"2015-11-11 06:00:00",46.7392217825513,279.005260241177,263.013888391315,75.7291055383967,475
"2015-11-11 07:00:00",45.6694564824847,294.296405969383,397.848324506237,79.0292172681258,475
"2015-11-11 08:00:00",44.4483918397353,292.740276053927,468.93874950227,80.1794917307401,475
"2015-11-11 09:00:00",44.6487132688447,288.042396099885,517.368531496297,78.9848008298755,475
"2015-11-11 10:00:00",47.5016955139527,260.287609294526,508.382969708601,78.8567699570395,475
