"","TEFa","TEFb","TEFc","TEFd"
"2015-08-01 10:00:00",77.9572613944285,28.0832388840453,61.7185019660484,51.7225939675931
"2015-08-01 11:00:00",72.2430762931327,15.4216125954198,55.268121894017,44.9141742281475
"2015-08-01 12:00:00",69.7676463124945,15.3993404982902,53.2893530157334,43.5549804701844
"2015-08-01 13:00:00",75.4596675783017,15.3023512476008,56.858656867231,45.7339421571231
"2015-08-01 14:00:00",88.6146212299692,15.059371909001,65.2788866626093,51.6750390862654
"2015-08-01 15:00:00",105.48060935567,29.7668470906631,77.5799558981567,62.2135313584687
"2015-08-01 16:00:00",124.842720403447,42.7779388403495,88.8797619068382,68.8394522205872
"2015-08-01 17:00:00",133.84509348939,42.7063548266865,88.4483443517029,63.0511541943653
"2015-08-01 18:00:00",146.973646490964,41.3038774718883,91.037031338568,60.6749281562993
"2015-08-01 19:00:00",134.010316103861,36.5871052631579,85.7954711289131,58.997711689487
"2015-08-01 20:00:00",135.100719088632,34.9433435181144,89.247868264329,63.2923272006249
"2015-08-01 21:00:00",120.903135428722,30.4101523980278,83.1561236618886,60.4560638146661
"2015-08-01 22:00:00",101.542789340464,23.4953018500487,72.7408356078793,56.4611631175574
"2015-08-01 23:00:00",104.460232340189,14.4789968652038,72.0725564327054,53.9260091235889
"2015-08-02 00:00:00",102.918045495132,14.4941729323308,70.365033902863,51.9241507732782
"2015-08-02 01:00:00",110.635331106355,14.5003802281369,73.3899486580989,52.3422760905061
"2015-08-02 02:00:00",114.519982558043,14.4988101676582,73.2401388907163,49.6550709954286
"2015-08-02 03:00:00",111.286933828981,14.5075216450216,70.2786214473857,47.12380767997
"2015-08-02 04:00:00",118.548272346344,14.5193635382956,74.32427458473,49.5625304208589
"2015-08-02 05:00:00",116.021184458546,14.659689119171,70.5454092503515,44.3422841729314
"2015-08-02 06:00:00",107.581570252277,14.9536202531646,67.6683431063325,44.3191023094644
"2015-08-02 07:00:00",92.2829784367258,15.4483076157292,64.04814507053,46.7572925820683
"2015-08-02 08:00:00",69.541107258527,16.1682760364004,53.5188255991728,42.9069260556022
"2015-08-02 09:00:00",64.3594123056309,16.5870306324111,50.9075120159488,41.7044999178988
"2015-08-02 10:00:00",65.3766407055623,16.8720522940306,52.702938336397,43.9120458393927
"2015-08-02 11:00:00",69.5639806503233,16.9557114721812,55.3442662246992,45.4994164405975
"2015-08-02 12:00:00",80.245068335728,17.1242063492064,61.8535867519574,49.7872194917851
"2015-08-02 13:00:00",72.9377047765901,17.072438752784,57.6282989684574,47.4083436830774
